char	pengim	annot
舜	sung3	
爵	ziak4	
谿	koi1	
月	ghueh8	
月氏	ghueh8 zin1	
肊	ik4	
肌	gi1	
肋	lek8	
肓	huang1	
肝	guan1	
肛	gang1	
肚	dou2	
肚	dou6	
肘	iu2	
肘	diu2	又
肐	ga1	
腸	dvng5	
肪	huang2	文
肪	bang1	白
骯髒	ang1 zang1	
育	iok8	
肩	goin1	
肼	zen2	
膚	hu1	
膞	zuang1	
肢	zin1	
肺	hui3	
肽	tai3	
肱	hong5	
肫	dung1	
腎	siang6	
腫	zeng2	
肭	nap8	
肸	hik4	
朋	peng5	
膁	kiam2	
股	gou2	
脹	ziang3	文
脹	dion3	白
肥	bui5	
服	hok8	
脅	hiap8	
胖	puang3	
脉	meh8	
脈	meh8	
脈脈	meh8 meh8	
胠	ku1	
胡	hu5	
鬍	hu5	文
鬍	hou5	白
胡	ou5	
胚	pue1	
朧	long5	
腖	dong3	
背	bue3	
背	bu3	又
背	bi3	又
臚	lu5	
膽	dan2	
胛	gah4	
胂	sing1	
冑	diu2	
胃	ui7	
胗	ziang2	
胙	zu6	
勝	seng3	
勝	seng1	
胕	bu6	方
胍	gue1	
胝	di1	
胝	di2	又
朐	ku1	
胞	bau1	
脛	gen3	
胎	to1	
胺	ang1	
脊	zik4	
脊	ziah4	方
膠	ga1	
臍	zai5	
腦	nau2	
腦	lo2	方
臟	zang6	
髒	zang1	
胲	hai6	
朕	dim6	
胼	beng6	
脒	bhi2	
朔	suak4	
朗	lang6	
胯	kua3	
胯	kua1	俗
胰	i5	
胱	guang1	
胴	tong5	
胴	dong6	又
胭脂	ing1 zin1	
朒	nak8	
朒	lok8	又
脁	tiau2	
脁	tiau3	
膾	guai3	
骼	geh4	
胳	geh4	
脆	cui2	
胸	heng1	
脂	zin1	
膿	long5	文
膿	lang5	白
脘	uang2	
脘	gvng6	方
脝	heng1	
脫	tuk4	
脫	luk4	方
脖	buak8	
腳	gioh4	
腳	giok4	又
腳	ka1	俗
腳	gag4	
朥	la5	
脰	dou6	
脯	bou2	
脯	pou2	
豚	tung5	
腡	lo5	
脬	pa1	
脬	bu5	方
脞	co3	
臉	liam2	
脢	bhue5	
脧	suang1	
脧	zui6	
脲	rio7	
腚	deng6	
腔	kion1	
腕	uang2	
腋	ek8	
腑	hu2	
䏿	ki2	
腈	zian1	方
腈	zeng1	
期	ki5	
朞	gi1	
臘	lah8	
臘	sek4	
臘	seh4	
朝	ciau5	
朝	ziau1	
腌	iam1	
腌	am1	
腌臢	am1 zang1	
膕	gok4	
腆	tiang2	
腆	diang2	又
腓	hui1	
腴	ru5	
脾	bi5	
脾	pi5	
腒	gv1	
塍	teng5	
媵	reng6	
騰	teng5	
膢	lou5	
膩	rv6	
膩	ni6	又
腠	cou3	
腩	nam2	
腰	io1	
腼腆	miang2 diang2	
䐛	dab4	
膃肭	uk4 nap8	
腥	seng1	文
腥	cen1	白
腮	sai1	
腭	ngak8	
腧	su3	
腹	bak4	
腺	suan3	
腺	suan5	俗
腯	tuh8	
膇	dui7	
腱	giang6	
腿	tui2	
臏	bing3	
膀	bang2	
膀	bang6	又
膀	pong3	
膀胱	pang5 guang1	
膂	lv2	
膂	li2	又
膜	moh8	
膊	bak4	
膊	pak4	俗
膈	geh4	
膣	diak4	
滕	teng5	
脺	cui3	
脺	zui6	
膝	cak4	
膘	piau1	
膛	tang5	
膗	cui2	
螣	teng5	
縢	teng5	
膳	siang6	
膨	pen5	
膰	puang1	
膙	giang2	
臆	ek4	
羶	ziang1	
臁	liam5	
膺	eng1	
臃腫	iong1 zeng2	
臌	gou2	
朦朧	mong5 long5	
臊	cau3	
臊	co1	方
臀	tung5	
臀	diang6	俗
臂	bi3	
䲢	teng5	
𦢊	pok4	
臢	zang1	
臞	kv5	
欠	kiam3	
歡	huan1	
歟	v7	
歐	au1	
欣	hvng1	
欷歔	hi1 hv1	
欲	iok8	
欲	ain3	訓
欸	e2	
欸	ui2	又
欸	e6	
欸	ui6	又
欸	e7	
欸	ui7	又
欸	e1	
欸乃	ai2 nai6	
欻	huh4	方
款	kuang2	
欺	ki1	
欹	ki1	
歆	him1	
歇	hiah4	
歃	cah4	
歉	kiam2	
歉	kiam3	又
歌	go1	文
歌	gua1	白
歔欷	hv1 hi1	
歙	kip4	
歙	hip4	
風	huang1	白
風	hong1	文
颺	iang5	
颯	sap4	
颶	gu6	
颸	sv1	
颼	siau1	
颻	iau5	
飀	liu5	
飄	piau1	
飆	piau1	
殳	su5	
毆	au1	
毆	au2	又
段	dvng7	
段	duang6	
殷	hvng1	
慇	hvng1	
彀	gou3	
轂	gok4	
毀	hui2	
燬	hui2	
譭	hui2	
殿	doin7	
殿	diang6	
毃	kok4	
穀	gok4	
毅	ngi5	
縠	hok8	
觳觫	gok4 sok4	
聿	luk8	古
肅	sok4	
肆	sv3	
肆	si3	
肄	i3	
肇	siau6	
爿	ciang5	
爿	boin5	又
戕	ciang1	
戕	cang5	又
斨	ciang1	
牁	ko1	
牂	zang1	
毋	bho5	
母	bho2	
母	bhou2	方
每	mue2	
毑	zia2	
毒	dak8	
毓	hiok4	
毓	iok8	又
穴	uak8	
穴	huak8	又
穵	uai1	
究	giu3	
窮	kiong5	文
窮	geng5	白
空	kong1	
空	kang1	方
穸	sek4	
穹	giong1	
竊	ciak4	
穿	cuang1	
穿	cvng1	白
突	duk8	
窀穸	dung1 sek4	
窆	ping2	
窆	biang6	又
竅	kiau3	
窅	miau2	
窅	au1	
窄	za3	
窵	diau3	
窈窕	iau2 tiau2	
窒	diak4	
窕	tiau2	
窰	io5	
竄	cuang3	
窩	o1	
窖	ga3	
窗	teng1	
窘	kung2	
窣	suk4	
窺	gui1	
竇	dou6	
竇	dau3	方
窠	ko1	
窠	kue1	又
窟	kuk4	文
窟	kuh4	白
窶	gi6	
窶	lv6	又
踰	ru5	
窬	ru5	
窳	ru2	
窸窣	sek4 suk4	
窿	long5	
窾	kuang2	
立	lip8	
竑	hong5	
親	cing1	
音	im1	
豎	su6	
站	zam6	
兢	geng6	
章	zion1	白
章	ziang1	文
竟	geng2	
竦	song2	
童	tong5	
竣	zung3	
靖	zeng6	
韻	ung7	
竭	giak8	
端	duang1	
韶	siau6	
贛	gang3	
贛	gong3	又
疔	deng1	
癤	zak4	
療	liau5	
癘	li6	
瘧	ngiak8	
疝	sang3	
疙瘩	ngek4 dah4	
疚	giu3	
疚	giu6	又
瘍	iang5	
疣	iu1	
疥	goi3	
瘋	huang1	
瘡	cvng1	
疫	mok8	
疤	ba1	
疰	zu3	
症	zeng3	
癥	deng1	
癥	zeng3	俗
證	zeng3	
疳	gam1	
疴	ko1	
病	ben7	
痁	siam1	
痁	diam3	又
疸	tang2	
疽	zu1	
疹	ziang2	
疾	zik8	
痄	za3	
疼	dong3	
癰	iong1	
癰	eng1	又
痀	gu1	方
疲	pi5	
疱	pa6	
痙	gen3	
痙	keng5	又
痆	nih4	方
痂	gia1	
痎	gai1	
癢	iang6	文
癢	zion6	白
痔	ti6	
瘂	e2	
痍	i5	
疵	cv5	
痌	tong1	
痊	cuang5	
痕	hung5	
痧	sua1	
癇	hiang5	
癇	gang2	俗
痣	gi3	白
痣	zi3	文
癆	lau5	
痘	dau7	
痦	u5	
痞	pi2	
痞	pi2	文
痞	pai2	白
痤	co5	
痢	li6	
瘓	huang3	
痛	tong3	文
痛	tian3	白
痠	svng1	
瘁	zui6	
瘀	v3	
痰	tam5	
癉	dang6	
痲	mua5	
瘃	dok8	
痱	bhui3	
痱	bui3	又
痹	bi3	
痼	gu3	
癡	ci1	
痿	ui2	
瘐	ru5	
瘮	sim3	
瘮	sim2	又
瘥	ce3	
瘥	ca1	俗
瘻	lau7	
瘻	lu5	又
瘖	im1	
㾫	piang1	
㾫	biang1	又
瘞	i3	
瘩	dap4	
瘈	zi3	
瘈	kiak4	又
瘌	lah4	方
瘌痢	lah8 li6	
㾪	sang2	方
瘟	ung1	
瘦	sou2	
瘊	hou5	
瘠	zik4	
瘼	moh8	
瘝	guang1	
癟	bhih4	白
癟	bik8	文
瘤	liu5	文
瘤	lau5	方
瘢	boin1	白
瘢	bang1	文
癱	tang1	文
癱	tuan1	白
瘴	ziang3	
癀	huang5	
瘰癧	lo5 lek8	
癭	eng1	
瘵	zi3	
瘳	tiu1	
瘳	liau5	俗
癮	ing2	
癮	ngiang3	俗
瘸	kue5	
癍	bang1	文
癍	boin1	白
癌	ngam5	
癃	long5	
癃	lang1	又
癔	i3	
癩	nai6	
癩	tai2	俗
癜	doin7	白
癜	diang6	文
癖	piah4	
癬	siang2	
癲	diang1	
癯	kv5	
補	bou2	
初	co1	
初	ciu1	
襯	ceng3	
衫	san1	
杈	ce1	
衲	nap8	
衿	kim1	
衽	rim6	
襖	o2	
袂	mi6	
袢	pang3	
襪	ghueh8	
祛	ku1	
袒	tang2	
袖	siu3	
被	pue6	
被	bi6	
袍	pau5	
䘼	vn2	方
祾	lvng5	方
襠	dang1	
裀	ing1	
袼褙	gak4 bue3	
袱	hok8	
裉	keng2	
褃	keng2	
褲	kou3	
襇	goin2	
褳	liang5	
裕	ru6	
裙	gung5	
裱	bio3	
褂	gua3	
褚	su2	
裸	lo2	
裨	bi1	
裨	bi5	
裰	due3	
裰	cuak4	又
裾	gv1	方
褸	lu2	
褸	lau1	方
褊	biang2	
褡褳	dah4 liang5	
褙	bue3	
褐	hak4	
䙡	kui3	
褓	bau2	
褪	tvng3	
褪	to3	
褯	zia6	
褥	rok8	
褟	tap4	
襤褸	nam5 lu2	
褫	ci2	
褫	di7	又
褦襶	nai6 dai3	
褶	rih4	
褶	zih4	又
襵	rih4	
襵	zih4	又
襁褓	kiang5 bau2	
襟	kim1	
襦	ru5	
禳	riang2	
襶	dai3	
襻	pang3	
示	si7	
祟	zui6	
祭	zi3	
禁	gim3	
石	zioh8	
石	sik8	文
石	sioh8	方
石	dan3	
磯	gi1	
礦	kuang3	
矸	gang1	
矻	kuk4	
矽	sek4	
礬	huang5	
碭	dang6	
碼	bhe2	
⿰石六	lak8	
砉	uak8	
砉	ueh8	又
砉	huak8	
研	ngiang2	文
研	ngiang5	文又
研	ngoin2	白
磚	zvng1	
礰	leh8	方
硨磲	cia1 kv5	
砘	dung6	
砑	ghe7	
砒	bi1	
砌	gih4	
砂	sa1	文
砂	sua1	白
硯	in7	
砭	ping2	
斫	dok4	
斲	dok4	
砍	kam2	
碸	hong1	
砣	to5	
礐	gak4	
砬	lah8	
砫	zu2	
砫	tiau6	俗
砰	peng5	
砝	kiap4	方
砝碼	huak4 bhe2	
砹	ngai6	
礪	li6	
砸	zap4	
礱	lang5	
砧	diam1	
碪	diam1	
砷	sing1	
礎	co2	
砼	tong5	
砟	za3	
砥	di2	
砮	no3	
破	pua3	
礫	leh8	
硜	keng1	
硤	hiap8	
硎	heng5	
硅	gui1	
硭	mang5	
磽	kiau1	
硒	si1	
砦	ze7	
硐	dang7	
礄	gio5	
硇	nau5	
硌	lok8	
硌	geh8	
硫	liu5	
硬	nge6	
硝	siau1	
硪	ngo5	
鹼	giam2	
確	kak4	
碇	deng3	方
硿	kong1	
碗	uan2	
碚	bue6	
碎	cui3	
碰	pong3	
磧	zeh4	
礙	ghai7	
碘	diang2	
碓	dui3	
碑	bi1	
硼	peng5	
碉	diau1	
磣	cam1	
碌	lok8	
碌	lak4	
碲	di3	
磋	co5	
磁	cv5	
碥	biang2	
碧	pek4	
碡	dok8	
碟	dih8	
碴	za1	
碱	giam2	
碣	giak4	
碣	gik4	又
碨	uin3	
碳	tuan3	
磅	bong7	
磅礴	pang5 boh8	
磙	gung2	
磕	kap4	
磊	lui2	
磊	lok8	
磐	puang5	
磔	tek4	
磔	giak8	俗
磉	suang2	
碾	diang2	
磲	kv5	
磨	bhua5	
磨	bho7	
磬	keng3	
磡	kam3	
磺	huang5	文
磺	vn5	白
礅	dung1	
磷	ling5	
䃭	gam2	方
礃	zion2	
磻	puang5	
礁	ziau1	
磴	deng3	
䃰	cak4	
礌	lui5	
礓	giang1	
礓礤	giang1 cak4	
礞	mong5	
礤	ca3	
礤	cak4	又
礳	mo7	
礴	boh8	
龍	leng5	
龑	ngiam2	
龔	gong1	
龔	giong2	又
龕	kam1	
讋	zih4	古
業	ngiap8	
鑿	cak8	
黹	zi2	
黻	huk4	
黼	pou2	
目	mak8	
盯	deng3	
盯	deng1	又
盲	meng5	文
盲	men5	方
盱眙	u1 i5	
眈	dam1	
眃	hung5	方
相	siang1	文
相	sio1	白
相	siang3	文
相	sion3	白
眄	miang2	
盹	dung1	
瞘	ku1	
眇	miau2	
省	sen2	
盻	hi6	
眨	zap4	
䀛	bhai7	方
盼	pang3	
看	toin2	訓
看	kang3	方
眊	mau3	
盾	dung2	
眉	bhai5	
眩	hiang5	
眩	hing5	又
眜	muak8	
眚	seng2	
眚	seng1	又
䀢	sung3	
眢	uang1	
眠	ming5	
眙	i5	
眑	aun1	方
眷	guang3	
眯	mi5	
瞇	mi5	
眯	mi2	
瞇	mi2	
眶	kuang1	
眦	ci3	
眺	tiau2	
眵	ci1	
眵	zi5	方
䀩	lioh4	方
眼	ngang2	
睜	zeng1	
眸	mou5	
睇	ti3	文
睇	toin2	白
䀰	gok4	方
睞	lai3	
䀹	siam2	
瞼	giam2	
𥆌	gak8	方
睒	iam2	方
睛	zeng1	
睦	mok8	
睖	leng5	
睹	du2	
瞄	miau5	文
瞄	bhio5	白
睚	ngai5	
睫	ziap8	
䁪	zam2	
督	dok4	
睬	cai2	
睡	sui6	
睢	zui1	
睨	ngi3	
睥睨	pi3 ngi3	
睭	ziu1	！方
瞜	lu5	
睿	rue6	
瞅	ciu1	
瞍	sou2	
睽	kui5	
瞀	mau6	
瞀	mou3	又
瞀	bhu7	方
瞎	hak4	
矉	ping5	
暝	meng5	
瞌	kap4	
𥍉	nih4	方！
瞞	mua5	
瞋	zing1	
瞟	piau2	
瞪	teng5	
瞪	tang5	俗
瞳	tong5	
瞰	kam2	
瞰	gan2	俗
瞭	liau5	
瞥	puah4	
瞧	ziau5	？
瞪	deng3	
瞽	gou2	
瞬	sung3	
矚	zok4	
瞿	kv5	
瞻	ziam1	
矍	kiak4	
田	cang5	
町	teng2	
町	deng1	
畀	bi3	
畀	bi2	又
畎	kiang2	
畏	uin3	
禺	ngo5	
界	gai3	文
界	goi3	白方
畈	huang3	
畇	ung5	
毗	bi2	
畜	tiok4	
畜	tek4	又
畔	puang3	
畔	boin5	訓
畛	ziang2	
留	liu5	文
留	lau5	白
畦	hi5	
畦	gui1	又
略	liak8	文
略	lioh8	白
疇	tiu5	
畲	sia5	
畬	v5	
畬	sia5	
畹	uang2	
榃	tang5	
畸	gi1	
畸	ki5	俗
畿	gi1	
疃	tong5	
羅	lo5	
罰	huak8	
罘	piu5	
罡	gang1	
罷	ba6	
罷	ba7	
罟	gu2	
罛	gou1	方
詈	li3	文
詈	loi3	白
罥	giang3	
署	su2	
置	di3	
罨	iam2	
罪	zue6	
罩	zau6	
罩	da3	
蜀	zuak8	
蜀	zek8	方
羆	pi5	
罱	nam2	
罳	sv1	
罹	li5	
罾	zang1	
羈	gi6	
罽	gi3	
皿	meng2	
盂	hu5	
盅	zeng1	
盆	pung5	
盈	iong5	
益	iah4	
鹽	iam5	
盍	kap4	
盍	hap4	又
盞	zuan2	
監	gam1	
監	gam3	
盎	ong3	
盎	ang3	
盜	dau6	
蓋	gai3	文
蓋	koin3	白
蓋	gua3	又
蓋	gah4	方
蓋	gai3	
盔	kue1	
盛	seng6	
盛	sian7	
盒	ap8	
盤	buan5	白
盤	puang5	文
盟	meng5	
䀇	gu2	
盥	guang3	
盦	am1	
盩厔	ziu1 zi3	
蠲	giang1	
釔	ik4	
釓	ga2	
針	zam1	
鍼	zam1	
釘	deng1	
釘	deng3	
釙	pok4	
釗	ziau1	
釕	liau2	
鍆	mung5	
釷	tou2	
釺	ciang1	
釧	cuang3	
釧	cuang1	訓
釤	sam1	
釤	sam3	
釣	dion3	
釩	huang5	
釵	toi1	
鍚	iang5	
釹	nvng2	
鈄	dau2	
鈁	huang1	
鈧	kang3	
鈥	hue2	
鈇	hu1	
鈃	heng5	
鈣	gai3	
鈦	tai3	
鈈	buk4	
鈍	dung1	
鈍	dung6	又
釾	ghe5	
鈔	cau1	
鍾	zeng1	
鈉	nap8	
鋼	gvng3	
鋇	bue6	
鈐	kiam5	
鈐	kim5	又
鏦	cong1	
鈞	gvng1	
鑰	iak4	
鑰	ghueh8	俗
欽	kim1	
鉤	gau1	
鎢	ou1	
鈀	ba1	
鈕	niu2	
鉈	ta1	
鈰	ci6	
鉉	hiang5	
鈺	ghek8	
錢	zin5	
鉦	zeng1	
鉦	zeng3	
鉗	kin5	白
箝	kin5	白
鉗	kiam5	文
箝	kiam5	文
鈷	gou2	
鉥	suk8	
缽	buah4	
鉢	buah4	
鉕	po2	
鈳	ko1	
鈸	buak8	
鑨	leng5	
鉞	uak8	
鑽	zang3	
鑽	zeng3	又
鉏	co5	
鉬	mak8	
鉭	tang2	
鈿	tiang5	
鉀	gah4	
鈾	iu5	
鈴	leng1	
鐵	tih4	
鉎	sang1	方
鉎	sen1	方
鉑	beh8	
鉑	boh8	又
鉛	ing5	
鈹	pue5	
鉚	bhau2	
鑠	iak4	
鈮	ni5	
鐸	dak8	
鏺	puah4	
銨	ang1	
鏟	cang2	
鏟	tuan2	方
鉸	ga1	
銥	i1	
銃	ceng3	
鋏	giap4	
鋏	giap4	
鉶	heng5	
銠	lau2	
銬	kau3	
鋩	mang5	
鉺	rv2	
銪	iu2	
銪	u6	又
鋮	seng5	
銍	diak4	
鐃	nau5	
銅	dang5	
鋁	lv6	
銱	diau3	
銦	ing1	
鐺	dang1	
鎧	kai2	
鍘	zak4	
銓	cuang5	
鎩	suah4	
鎩	sai3	又
鉿	hah4	
銚	tiau3	
銚	iau5	
銖	zu1	
銖	su5	又
銖	puak4	
銑	siang2	
銩	diu1	
鋌	teng2	
鏵	hua5	文
鏵	hue5	白
銘	meng5	
鉻	gak4	
鉻	lok8	俗
銛	siam1	
錚	zeng1	
銫	sek4	
銀	ngvng5	
銣	ru5	
鋅	sing1	
鐦	kai1	
鐧	gang3	
鐧	gang2	
銳	rue6	
銻	di6	
鋃	lang5	
錸	lai5	
鋱	tek4	
鋪	pou1	
舖	pou3	
鐒	lau5	
鑄	zu3	
鍊	liang7	
鏈	liang7	
銷	siau1	
鎖	so2	
鏗	giang1	
鍋	ue1	
鋤	co5	文
鋤	dv5	白
鋤	tv5	白又
鋰	li2	
锃	zeng3	
銼	co3	
鋯	gau3	
銹	siu3	
鏽	siu3	
鋨	ngo5	
鋒	hong1	
鋟	cim5	
鋟	cim2	又
鋦	gek8	
鋦	gv1	
錒	a1	
錠	deng6	文
錠	dian6	白
錇	bue5	
鍺	zia2	
錯	co3	
錯	cak4	
錯	coh4	
鍩	nak8	
錨	miau5	
錛	pung1	
鍀	dik4	
錁	ko3	
錫	siah4	
錮	gu3	
鑼	lo5	
錕	kung1	
錔	tap4	方
鎚	dui5	
錘	tui5	
錐	zui1	
錦	gim2	
鍁	hvng1	
鑕	zioh4	古
鍵	giang6	
鋸	gv3	
錳	meng2	
錙	zv1	
鏘	cang1	
鎄	ai1	
鍍	dou7	
鎂	mui2	
鏤	lu2	
鎡	zv1	
鍥	kiak4	
鍇	kai2	
鍶	sv1	
鍔	ngak8	
鍤	cah4	
鍬	ciu1	
鍛	duang3	
鎪	sou1	
鎪	sou2	俗
鍠	huang5	
䤼	suan3	
鐨	hui3	
鎇	bhai5	
鎵	ge1	
鑌	bing1	
鎊	bong7	
鉤	gau2	
鉤	hau2	
鎰	ek4	
鑷	niap4	
鎮	ding3	
鎘	geh4	
钂	tang2	
鎿	na2	
鐫	zuang1	
鐫	zung3	又
鎳	ngiak8	
鎦	liu5	
鎦	liu7	
鏡	gian3	
鏑	dek8	
鏞	iong5	
鏃	zok8	
䦃	dioh4	
鏢	bio1	
鏜	tang1	
鏜	tang5	
鏝	bhuang6	
鏰	bang2	
鏐	liu5	
鑹	cuang1	
鐓	dui7	
鑭	lang5	
鐥	siang6	
鐠	pou2	
鐐	liau5	
鏷	pok4	
鑥	lu2	
鐙	deng3	
鐍	guak4	
鏹	giang2	
鏹	kiang5	俗
鐿	i3	
鐮	niam5	
鐳	lui5	
鐳	lui1	方
鑊	uak8	
鐶	huang5	
鐲	cok4	
鐲	zuak8	又
鑔	cak4	
鑣	bio1	
鑞	lah8	
鑲	siang1	文
鑲	sion1	白
鑱	cam5	
䦆	kiak4	
矢	si2	
矩	gv2	
矧	siang2	
矯	giau2	
矯	giau1	俗
短	do2	
矬	co5	
矮	oi2	
疑	ghi5	
矰	zeng1	
矱	uak8	
禾	da5	訓
禿	tek4	
禿	tok4	方
秀	siu3	
私	sv1	
私	sai1	方
私	si1	方
秆	gang2	文
秆	guan1	白
季	kui3	
委	ui2	
委	ui1	
委蛇	ui1 i5	
科	kue1	
秋	ciu1	
鞦韆	ciu1 ciang1	
秕	bi2	
秬	gv6	
秬	gv2	方
秬	gvk8	方
秒	miau2	
香	hiang1	
香	hion1	
種	zeng2	
種	zeng3	
種	cong1	
秭	zi2	
祕	bi3	
秤	cing3	
秤	peng5	俗
秫	zuk8	
租	zou1	
積	zeh4	
積	zek4	又
秧	iang1	文
秧	vn1	白
秩	diak4	
稱	ceng1	
稱	ceng3	
秸	gai1	
穭	lu2	
穢	ue3	
䄻	to5	
移	i5	
稅	sue3	
稂	lang5	
嵇	gi1	
稍	ciau2	
稍	siau1	
程	tian5	
稃	hu1	
稀	hi1	
黍	su2	文
黍	siu2	白
稖	bang6	
稙	sik8	
稞	kue1	
稒	gu3	
稔	sim2	
稔	rim2	又
稚	zin2	
穉	zin2	
稗	bi2	文
稗	poin7	白
稠	ziu1	
穇	sam1	
穩	ung2	
稼	ge3	
稿	go2	
稹	ziang2	
稽	gi1	
稽	gi2	
稷	zek4	
稻	dau6	
稻	diu6	訓
黎	li5	文
黎	loi5	白
穡	sek4	
穆	mok8	
穄	zi3	
穗	sui7	
黏	niam1	
黏	niam5	又
馥	hiok4	
黐	ti1	方
穰	riang2	
䵚	tau2	
白	beh8	
皂	zau6	
的	dek8	
的	di1	
的	di7	又
皇	huang5	
皇	uang5	又
皈	gui1	
皋	gau1	
皎	gau2	
皚	kai2	俗
皖	uang2	
皓	hau2	
皙	sek4	
皞	hau2	
皤	po5	
皦	giau2	
瓜	gue1	
瓞	diak4	
瓟	pau1	
瓠	hu6	文
瓠	bu5	白
瓢	piau1	
瓤	riang5	文
瓤	nvng5	白
鳥	ziau2	
鳩	kiu1	
雞	goi1	
鳶	iang1	
鴆	dim1	
酖	dim1	
鷗	au1	
鷗	ou1	
鶬鶊	cang1 gen1	
鴇	bau2	
鴉	a1	
鴕	to5	
鶯	eng1	
鴣	gu1	文
鴣	gou1	白
鶇	dang1	
鸕鶿	lu5 cv5	文
鸕鶿	lou5 zv1	白
鴨	ah4	
鴞	hau1	
鴦	ion1	
鴒	leng5	
鴛鴦	uang1 ion1	
鴟	ci1	
鴝	gu1	
鶵	cu1	
鷥	si1	
鴻	hong5	
鸞	luang5	
鵁鶄	gau1 zeng1	
鷙	zi3	
鴯鶓	rv5 miau5	
鴷	liak8	
鴿	gap4	
鴰	guak4	
鵂	hiu1	
鵃	ziu1	
鴴	heng5	
鷳	hiang5	
鵜鶘	ti5 hu5	
鵓鴣	buak8 gu1	
鸝	li5	
鵑	giang1	
鵒	iok8	
鵠	kok4	
鵝	gho5	
鵷雛	uang1 cu1	
鶉	sung5	
鶊	gen1	
鶄	zeng1	
鵡	bhu2	
鵲	ciak4	
鶓	miau5	
鵪	am1	
鵾	kung1	
鵬	pong5	
鵮	kam1	
鷫鷞	sok4 svng1	
鷀	cv5	文
鷀	zv1	白
鶘	hu5	
鶡	hak4	
鶚	ngak8	
鶻	guk4	
鶻	guk8	又
鶻鵃	guk4 ziu1	
鶖	ciu1	
鸑鷟	ngak8 zok8	
鶩	bhu6	
鶥	bhai5	
鷁	iah4	
鷁	ngek8	又
鶼	giam1	
鶴	hoh8	
鷂	iau5	
鶺鴒	zik4 leng5	
鶲	ong1	
鷉	ti1	
鷓鴣	zia3 gou1	
鷟	zok8	
鷖	i1	
鸚鵡	eng1 bhu2	
鷚	liu3	
鷲	ziu6	
鷯	liau5	
鷦鷯	ziau1 liau5	
鷸	luk8	
鸇	ziang1	
鷹	eng1	
鷺	lu6	
䴈	au2	
鷿鷈	pek4 ti1	
鸘	svng1	
鸛	guang3	
用	eng7	
甪	lok8	
甩	suai1	
甬	iong2	
甭	beng3	
甭	bong2	又
甮	meng3	方
矛	mau5	
柔	riu5	
矜	geng1	
矜	guang1	古
𥎊	kvng5	
䂎	cuang3	方
胥	su1	
疍	dang3	
蛋	dang3	文
